"","Artist","Album_Name","Track_Title","Track_Id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","Y"
"2372","SHINee","SHINee WORLD Ⅲ in SEOUL - THE 3rd CONCERT ALBUM","히치하이킹 Hitchhiking - Live","3bh3jMLi0quwBLRXMJvFt5",0.65,0.916,10,-3.474,0,0.0399,0.00421,0,0.683,0.502,108.989,251560,4,19
"4906","TXT","The Dream Chapter: MAGIC","New Rules","72rUKYfdSaMVhgUhajRvrX",0.762,0.791,2,-5.267,1,0.102,0.015,2.49e-06,0.312,0.393,120.015,174107,4,61
"4438","GFRIEND","回:Walpurgis Night","GRWM","3BlAKTx6kbfjqWBoqaaY5u",0.758,0.9,0,-1.332,1,0.0647,0.178,0,0.245,0.604,125.042,210347,4,40
"2921","INFINITE","Paradise","Cover Girl","5WluLr98V6qbQVEhiZEH7Y",0.664,0.978,1,-2.221,1,0.064,0.0281,0,0.0318,0.864,114.957,197707,4,27
"913","BIGBANG","BIGBANG ALIVE TOUR 2012 IN JAPAN SPECIAL FINAL IN DOME -TOKYO DOME 2012.12.05-","HIGH HIGH - TOKYO DOME 2012.12.05","6ZVRi4qa37VlOA4tWIjdud",0.547,0.936,1,-4.882,1,0.0897,0.00706,0,0.956,0.585,129.966,197520,4,14
"2868","INFINITE","Be Back","Alone (Infinite H)","4qLwOozwd8rGO4Hirnv63E",0.628,0.917,8,-3.42,0,0.181,0.365,0,0.073,0.487,80.006,212013,4,12
"7116","San E","The Boy Who Cried Wolf","I Deserve It (feat. Jessi, illinit & i11evn)","5fGE4j999fKhPFcMVgiFk3",0.823,0.771,0,-2.481,1,0.448,0.261,0,0.112,0.677,140.025,235014,4,15
"7489","Jay Park","The Road Less Traveled","Legacy (Feat. Gifted Gab & Shelby) (Prod. by GRAY)","7iW9BQWsBgocTTr7jvZV8O",0.616,0.778,4,-5.984,1,0.221,0.119,0,0.0788,0.822,87.714,211427,4,28
"1287","TVXQ","Catch Me","I Don't Know - Korean Version","4taxN11IIFEttcqgueRRcY",0.785,0.911,7,-2.15,1,0.167,0.0162,0.00117,0.129,0.959,127.009,203868,4,12
"3364","EXO","EXO PLANET #4–The EℓyXiOn [dot]–Live Album","Universe - Live","0QHC1nFAiOcbRqJsByOusR",0.403,0.435,3,-6.065,1,0.0352,0.368,0,0.136,0.108,139.409,265480,4,29
"2523","SHINee","Hello - SHINee The 2nd Album Repackage","UP&DOWN","1vLBNI9esMf2RQoUCY0VmJ",0.767,0.775,2,-3.756,1,0.0533,0.143,0,0.308,0.591,115.003,212880,4,21
"5420","IU","Modern Times","Bad Day","0EqSyrpWl672SesSbx598X",0.45,0.373,2,-7.96,1,0.031,0.8,0,0.0896,0.246,131.735,232751,4,41
"1231","TVXQ","수리수리 Spellbound - The 7th Album Repackage","수리수리 Spellbound","5WSbBPD41kHyGKwnXj2IWH",0.693,0.98,0,-0.052,1,0.217,0.00847,3.9e-06,0.0882,0.813,180.02,271153,4,38
"5375","TAEYEON","Why - The 2nd Mini Album","Fashion","4AEvnRVdOq4GHx5vFvDDTh",0.788,0.808,1,-4.048,1,0.13,0.109,0.00296,0.0649,0.62,107.997,192864,4,39
"7429","Loopy","QUESTIONS","WHERE U? (feat. DOPE'DOUG)","1tooWB7ot3FGKm85jyUKdI",0.58,0.541,7,-5.987,0,0.0476,0.119,0,0.108,0.0758,144.002,232594,4,12
"3013","2NE1","2014 2NE1 WORLD TOUR 〜ALL OR NOTHING〜 in JAPAN","I AM THE BEST - 2014 WORLD TOUR 〜ALL OR NOTHING〜 in JAPAN Ver.","23Mqqi9tkbXT62Z7oND0Vz",0.672,0.733,0,-9.508,1,0.0624,0.00548,0.000852,0.428,0.557,128.017,234101,4,24
"277","BoA","私このままでいいのかな","Mannish Chocolat","0IA6Fw1ZeVMNqW60NwlxTu",0.737,0.911,8,-1.746,1,0.0449,0.101,5.51e-06,0.469,0.685,124.019,198667,4,19
"7465","BOBBY","LOVE AND FALL","I LOVE YOU","2psmCxz85mli4dgFnIZbQW",0.763,0.83,2,-4.407,1,0.0975,0.0995,0,0.0708,0.592,111.988,210327,4,46
"4244","TWICE","&TWICE (Repackage)","SWING","3egADkalVEpD99sI5AGGYe",0.709,0.741,1,-4.085,1,0.0572,0.0216,1.33e-06,0.111,0.702,120.002,202540,4,43
"1292","TVXQ","Catch Me","Gorgeous","01LjGiHFDWRfjGkmqNPX1f",0.619,0.964,8,-1.5,1,0.0687,0.0363,0,0.154,0.487,109.969,211090,4,11
"5458","MINO","""TO INFINITY.""","TANG!♡","42wkZTMDrlzWGth9akHF0p",0.709,0.701,9,-5.027,0,0.11,0.14,0,0.064,0.638,167.769,178186,4,54
"2612","2PM","GALAXY OF 2PM<リパッケージ>","Shining Star","0PKUNJFsQ9GCGUhMhgIEVX",0.691,0.876,1,-3.437,0,0.0372,0.352,0,0.105,0.636,104.972,230773,4,8
"5035","Stray Kids","I am WHO","불면증 Insomnia","4j4ljkDStTGXYS4cA9zrEZ",0.651,0.748,11,-3.764,0,0.343,0.157,0,0.102,0.767,167.964,206430,4,29
"1751","Super Junior","THIS IS LOVE - The 7th Album Special Edition","Too Many Beautiful Girls","1MoQtCkm84Gyxj0mAeHex4",0.711,0.845,3,-2.627,1,0.0646,0.0503,0,0.148,0.922,136.971,200127,4,20
"2361","SHINee","Odd - The 4th Album","Black Hole","1SPX6Np13QyoLF1qdlLl6C",0.671,0.957,0,-3.006,0,0.0452,0.183,0,0.263,0.895,117.062,172395,4,35
"4533","SEVENTEEN","Love&Letter repackage album","Pretty U","6FaIMrCu7bxblZdt1Tfsjn",0.647,0.926,8,-2.774,1,0.169,0.0184,0,0.0592,0.855,155.055,207301,4,51
"3706","BTS","BE","Blue & Grey","7Ki0hse0IfXEcXUlpyECbJ",0.547,0.605,8,-6.755,1,0.0415,0.42,0,0.125,0.364,121.953,254950,4,75
"6734","TAEYANG","SOL JAPAN TOUR ""RISE"" 2014","SUPERSTAR - KR <LIVE>(JAPAN TOUR ""RISE"" 2014)","1NNOaRvmvkP4e9x0Cvh4Cs",0.515,0.873,5,-7.419,1,0.0523,0.0261,0,0.881,0.524,94.879,215982,4,9
"7480","Jay Park","The Road Less Traveled","Doin' Me (Feat. Avatar Darko & Dolce Drako) (Prod. by BOYCOLD)","7MS8WhG0syn4Slh22cBAzF",0.749,0.829,5,-4.195,1,0.175,0.128,0,0.274,0.761,157.931,187187,4,25
"1021","SNSD","2011 Girls' Generation Tour","Beautiful Stranger - Live","1B1aFbbk02C6tbVD7LzvYK",0.603,0.825,11,-6.292,1,0.118,0.0139,0.000126,0.961,0.332,129.792,211720,4,19
"3831","BTS","Wings","Lie","1nWB8isqs2tviWk20G5pow",0.541,0.779,6,-5.581,0,0.033,0.00338,0,0.177,0.501,94.069,215753,3,71
"4772","NCT 127","NEO CITY : SEOUL– The Origin – The 1st Live Album","Angel - Live","6g7MWckZhUDZAIaYvHN8Xk",0.659,0.783,1,-6.988,0,0.111,0.65,0,0.847,0.414,104.968,284053,4,27
"6376","iKON","iKON JAPAN TOUR 2019","GOODBYE ROAD - iKON JAPAN TOUR 2019 at MAKUHARI MESSE_2019.9.8","053xUAC00P1eoDN3m8AXns",0.421,0.719,4,-7.269,1,0.105,0.0662,0,0.93,0.339,157.55,264027,4,12
"261","BoA","ONE SHOT, TWO SHOT - The 1st Mini Album","ONE SHOT, TWO SHOT","1OWxlgwPtWuEvGkH8uS1Tj",0.804,0.679,7,-5.82,0,0.067,0.24,0,0.12,0.483,119.948,210880,4,47
"6005","WINNER","WINNER JAPAN TOUR 2018 〜We'll always be young〜","LOVE ME LOVE ME - WINNER JAPAN TOUR 2018 〜We’ll always be young〜","1Ni9bjTsa2XxYylrmJFwsc",0.547,0.942,9,-4.975,0,0.195,0.0118,0,0.938,0.3,105.952,217733,4,8
"5676","IZ*ONE","Twelve (Special Edition)","どうすればいい?","47J03ZhbeJLeMRn1BA3ho9",0.753,0.772,3,-2.229,0,0.0528,0.0747,0,0.438,0.796,105.96,174319,4,26
"4536","SEVENTEEN","Love&Letter repackage album","Say Yes","4gDyNYMkzXpMXjVHgRoWC0",0.301,0.449,4,-5.89,0,0.0434,0.485,0,0.0898,0.371,74.831,230447,4,42
"5865","SEUNGRI","THE GREAT SEUNGRI","LOVE IS YOU","44hvCakNueLFVTogMFbzpW",0.714,0.659,8,-4.46,0,0.0561,0.354,0,0.14,0.857,89.953,209624,4,33
"1527","SS501","Ss501 Best Collection Vol.2","Mermaid...","6SULOTK7tIG9RbcB1PPWgP",0.696,0.424,7,-8.914,1,0.0317,0.673,0,0.0943,0.408,142.04,274960,4,4
"2446","SHINee","Boys Meet U","I'm with you","6Pg1S3hZsRV1SJi44RYDcE",0.379,0.573,0,-6.011,1,0.0315,0.537,0,0.09,0.343,204.281,244880,3,19
"4549","SEVENTEEN","FIRST 'LOVE&LETTER'","Monday To Saturday - Hiphop Team Ver.","37V533dS8hn2q2tTkbVAlV",0.954,0.77,8,-4.858,1,0.203,0.295,0,0.084,0.852,127.993,203858,4,40
"236","Shinhwa","해결사 - The 1st Album","키가 자랐어요","4JAiHyELFwm3BmMAd9Yk6x",0.801,0.817,9,-6.46,1,0.0287,0.0308,0,0.296,0.874,104.008,235000,4,7
"1363","TVXQ","MIROTIC -The 3rd Asia Tour Concert","Song for you - Live","2AQXCsTY2IiH4qHWhIElAy",0.654,0.671,8,-5.62,1,0.0271,0.182,0,0.948,0.439,110.014,287560,4,7
"5430","IU","Last Fantasy","Holding A Star In My Heart (feat. Kim Gwang-Jin)","3kgK9B823Y50ckCgBGDNTu",0.428,0.208,1,-7.8,1,0.0298,0.793,0,0.0891,0.168,65.992,240346,4,29
"2806","INFINITE","AIR","One Day - Japanese Ver.","2JyNg2rxPYc8mdLIVpGhA2",0.641,0.758,4,-4.371,1,0.046,0.233,0,0.0607,0.366,95.079,225133,4,11
"6287","G-Dragon","2013 G-DRAGON WORLD TOUR 'ONE OF A KIND in SEOUL'","Crayon + Fantastic Baby - Live","2J7RfDZhlJo4PPcF6S3SuO",0.553,0.943,9,-2.154,1,0.157,0.0045,0,0.424,0.334,131.256,374027,4,15
"2029","Super Junior","Super Show (The 1st Asia Tour Concert Album)","Mirror - Live","1GAZSeZO8aMWLHibLLmdsi",0.627,0.794,7,-5.583,1,0.0462,0.576,0,0.949,0.536,90.02,244520,4,9
"4540","SEVENTEEN","Love&Letter repackage album","Shining Diamond (Performance Team Ver.)","4BJYe7g257xcF6MES1MFAH",0.708,0.856,6,-4.745,0,0.0697,0.0212,1.61e-06,0.0722,0.742,107.936,150316,4,35
"2355","SHINee","Odd - The 4th Album","Romance","61YsdyXJPVKL5YOH70D3gR",0.652,0.863,6,-4.854,1,0.0749,0.00689,0,0.104,0.905,123.943,216009,4,35
"2746","2PM","Legend of 2PM","Missing You","1s8EzGmZQ6lLRDsM5qCUpJ",0.672,0.773,8,-4.53,1,0.0411,0.0141,4.1e-06,0.107,0.76,143.884,192573,4,26
"8220","Sung Si Kyung","Winter Wonderland","Let It Snow (Feat. Sweet Sorrow)","6gdiS9pmWI3FbesvBjgpWg",0.609,0.503,5,-5.799,1,0.0366,0.589,0,0.329,0.602,135.995,172751,4,4
"7968","Akmu","WINTER","YOU KNOW ME","7uuBClYwXQspm0aQWBVNF0",0.911,0.499,6,-3.751,1,0.0805,0.421,0,0.32,0.548,122.981,181372,4,27
"6865","Epik High","99","UP","0Fbw77NI9svzOAvbGiBXu5",0.744,0.9,2,-3.934,1,0.0535,0.0265,0,0.321,0.569,127.987,221123,4,33
"4091","GOT7","モリ↑ガッテヨ(初回生産盤B)","JIBBERISH","79exufrOkcumgiByKj00rN",0.662,0.823,4,-3.674,1,0.238,0.0204,0,0.102,0.609,170.07,229893,4,22
"2233","SHINee","SHINee THE BEST FROM NOW ON","1000年、ずっとそばにいて...","5ZGZhpcqdJGEBZwhGMYnkt",0.6,0.884,1,-3.152,0,0.0446,0.0573,0,0.346,0.402,109.986,254040,4,26
"349","BoA","IDENTITY","my all","5ObxUYJJhbACxqXp8wrOru",0.56,0.467,10,-6.649,1,0.0283,0.602,0,0.112,0.251,138.07,338373,4,15
"1596","Super Junior","Star","Splash","2IZuzrr0RH3302Q4WfOJks",0.7,0.865,0,-6.003,1,0.0335,0.143,0,0.368,0.953,119.99,190973,4,15
"2839","INFINITE","One Great Step Returns Live","Inception (OGS Live Ver.)","3d7UGuBCQKL118r69beHGP",0.43,0.923,8,-5.805,1,0.31,0.157,0,0.399,0.441,199.96,221173,4,8
"1269","TVXQ","TIME","In Our Time","3Up05W0LMcAFyjL9MtoAq7",0.588,0.681,11,-4.297,1,0.0327,0.0475,2.71e-06,0.0842,0.606,98.039,363533,4,16
"3170","Miss A","A Class","Good-bye Baby","3zsqNf5Qm06qOiO8E0IxQU",0.77,0.817,8,-4.088,0,0.0431,0.0485,5.22e-05,0.0699,0.729,138.054,225574,4,49
"4901","TXT","STILL DREAMING","Angel Or Devil - Japanese Ver.","1hbRaMw7avaun6B6bwDqX5",0.817,0.709,7,-4.866,1,0.104,0.0246,0,0.325,0.443,104.022,234427,4,39
"6308","G-Dragon","Shine A Light","Heartbreaker (CHOICE 37 Remix)","2E67Vqie3BPJtQIBdelkji",0.686,0.868,0,-4.478,0,0.0733,0.179,0,0.184,0.442,134.946,217040,4,12
"760","BIGBANG","BIGBANG10 THE CONCERT : 0.TO.10 IN JAPAN + BIGBANG10 THE MOVIE BIGBANG MADE","HANDS UP - BIGBANG10 THE CONCERT : 0.TO.10 IN JAPAN","0Rp9LxYfvBkamLigUM62ih",0.456,0.965,9,-4.423,0,0.0668,0.0937,0,0.784,0.288,129.9,240040,4,19
"2252","SHINee","FIVE","Do Me Right","2Bh1WWf8vMx4r4xnItDhII",0.508,0.914,9,-3.713,0,0.17,0.0673,0,0.112,0.635,200.321,222547,4,26
"6421","iKON","NEW KIDS","EVERYTHING - JP Ver.","4gpo31YcHA1ANDjNR75tL7",0.627,0.822,0,-3.467,0,0.0342,0.0236,0,0.138,0.341,130.101,216733,4,17
"557","BoA","No.1 - The 2nd Album","Azalea","56S3eB7iBNoyU55QIydCVQ",0.643,0.529,6,-9.185,1,0.0379,0.4,2.06e-06,0.192,0.567,128.07,280147,4,8
"807","BIGBANG","2016 BIGBANG WORLD TOUR [MADE] FINAL IN SEOUL LIVE","Loser - Live","5RcJp2r9ZHREM56nV2lTp5",0.486,0.831,8,-4.113,1,0.117,0.133,0,0.969,0.197,89.805,239421,4,24
"989","SNSD","Holiday Night - The 6th Album","오랜 소원 It's You","2o0tBYtr3tBBqesoZzHklI",0.631,0.711,7,-5.16,1,0.0411,0.038,0,0.131,0.407,92.014,232616,4,30
"6352","iKON","iKON YEAR END LIVE 2019 (Live)","APOLOGY - Live","0WwdkvYwVHrj8Mbuyah5lV",0.516,0.588,6,-9.188,1,0.0667,0.349,0,0.335,0.283,149.7,231487,4,20
"1310","TVXQ","Keep Your Head Down Repackage","MAXIMUM","0LA7zeuVgFSvuAZ551RjDV",0.685,0.958,0,-2.779,0,0.246,0.114,0,0.0968,0.732,171.023,222627,4,16
"2323","SHINee","SHINee WORLD IV – The 4th Concert Album","Picasso - Korean Version, Studio Version, Bonus Track","4AJRhTgaaiLNg2bpVUUcDX",0.505,0.94,0,-3.469,1,0.135,0.00785,0,0.213,0.481,127.956,230147,4,21
"7218","Nafla","natural high","sip slow","1QP8PRugJUCVguelzD5v8a",0.808,0.861,4,-7.024,0,0.318,0.521,2.19e-05,0.0994,0.385,176.082,168409,4,20
"1850","Super Junior","SPY - The 6th Album Repackage","하루 (HARU)","2g2XvTHoa4JK27e81x8sXZ",0.657,0.727,0,-3.571,1,0.0356,0.0889,0,0.239,0.668,91.963,210480,4,32
"4255","TWICE","&TWICE","Fake & True","4u04u2pxwZtPKCbURB24GT",0.678,0.808,5,-3.973,0,0.0599,0.0569,0,0.288,0.765,125.938,219625,4,51
"2204","SHINee","Don't Call Me - The 7th Album","Heart Attack","76JA4ie9OkTaCXu909a93V",0.645,0.809,10,-3.845,0,0.0508,0.00641,0,0.0901,0.758,110.005,179347,4,46
"391","BoA","THE FACE","AGGRESSIVE","72oLM8BtgHIhQ3gu2OvE9S",0.751,0.723,6,-4.797,0,0.0611,0.0248,0,0.572,0.79,120.023,221347,4,19
"6402","iKON","iKON JAPAN TOUR 2018","EVERYTHING - iKON JAPAN TOUR 2018","2NBkl1e1Ga4oi5Zm6M4iiM",0.558,0.815,0,-6.19,0,0.0539,0.0761,0,0.893,0.354,129.995,232040,4,11
"363","BoA","BoA (Deluxe)","Energetic","3VlUVhU5lreNsJY6BThexe",0.708,0.717,9,-3.913,0,0.0383,0.000449,0.000831,0.173,0.498,116.034,220920,4,12
"3850","BTS","Youth","Peppuse - Japanese Ver.","7jv4hEfdRuXKpex8uZBKtE",0.669,0.885,9,-3.622,1,0.118,0.000955,0,0.0398,0.544,166.967,236293,4,40
"3251","PSY","Psyfive","Aflutter","4KEViLSycH9zuIyQqvUa9W",0.596,0.734,10,-3.531,1,0.0777,0.115,0,0.108,0.549,159.91,203027,4,13
"4370","BLACKPINK","BLACKPINK 2021 'THE SHOW' LIVE","Gone - Live","5lnmMdUf1ifC0Oa8wsKuyW",0.592,0.333,3,-7.344,0,0.0317,0.61,0,0.136,0.701,80.077,99271,4,50
"5026","Stray Kids","I am YOU","편 My Side","0JA999rRR2pGjuCnH3iboz",0.567,0.91,0,-4.485,1,0.09,0.00388,0,0.183,0.347,165.991,216788,4,23
"6985","Epik High","Remapping the Human Soul","행복합니다","49hcysXLNVhw7U9U8H5PO7",0.613,0.898,5,-5.199,1,0.0454,0.112,0.801,0.129,0.55,85.999,215360,4,14
"215","Shinhwa","Only One - The 3rd Album","나의 가족들에게 To My Family","4DeHQbssa66cVxNX1rTplx",0.722,0.858,6,-6.204,1,0.099,0.21,0,0.0762,0.819,126.95,226827,4,3
"6729","TAEYANG","WHITE NIGHT","AMAZIN'","2gILEqYZMaljxD89UKippy",0.629,0.77,1,-4.082,1,0.0441,0.00192,0,0.326,0.383,105.063,218829,4,31
"3094","2NE1","COLLECTION","FIRE","4q2HU9Ijpk4zJ24x7oMdXb",0.867,0.783,11,-2.25,0,0.0687,0.00822,0.00643,0.302,0.701,126.04,225373,4,52
"2510","SHINee","THE FIRST","To Your Heart","65SEpMuYlyx5wB6j0nrfKD",0.599,0.995,0,-2.05,0,0.172,0.0359,0,0.599,0.233,101.002,201307,4,16
"1672","Super Junior","SUPER SHOW 6 - SUPER JUNIOR The 6th WORLD TOUR","Hello - Live","2O4Fn7ejDwBSM9Iv957jqO",0.523,0.95,0,-5.378,1,0.0562,0.000298,0,0.853,0.594,129.947,151880,4,14
"1454","TVXQ","Rising Sun - The 1st Live Concert","Free Your Mind - Live","3nahbkpdVDUV7mnDGkrsTI",0.636,0.917,0,-6.525,1,0.0553,0.0494,0,0.366,0.203,103.982,213013,4,5
"5236","BTOB","Complete","Miss You","5B82DODFUYdBU4hP3q2UvG",0.767,0.533,8,-7.298,0,0.0456,0.388,0,0.0859,0.682,132.01,244347,4,29
"5559","CHUNG HA","Querencia","X","4IQaBvlHjZrpZrIKWXuBxh",0.413,0.868,5,-3.427,1,0.0482,0.351,0,0.498,0.396,137.936,255496,4,47
"4623","MONSTA X","ALL ABOUT LUV","YOU CAN'T HOLD MY HEART","6nxOW44RKSH3OBw6ZP8yuZ",0.81,0.574,0,-5.038,1,0.0326,0.102,5.41e-06,0.08,0.422,134.001,181112,4,53
"27","Shinhwa","The Classic","Mannequin","5XTESMEOKAVpDWoWudwJeT",0.699,0.938,10,-2.881,0,0.0628,0.208,0,0.326,0.578,115.054,217880,4,14
"6146","Hyolyn","LOVE & HATE","Falling","3QiAX3H218UmbgGJXZHI04",0.53,0.651,10,-4.411,0,0.0677,0.251,0,0.093,0.553,70.008,215358,4,25
"1197","TVXQ","THE 4th WORLD TOUR 'Catch Me' LIVE ALBUM","I Don't Know - Korean Version, Live","5UgToBsmwL6IBh4LS2OoVI",0.733,0.961,7,-3.524,1,0.156,0.0582,0.000304,0.932,0.73,127.007,205690,4,12
"5858","TAEMIN","Press It - The 1st Album","One By One","1cfZ1LikU4tmCScjLBJqOl",0.6,0.74,10,-4.998,1,0.0316,0.346,0,0.106,0.601,115.056,238992,4,36
"3675","VIXX","Chained Up","Mistress (Intro)","4yJPTpb5dbsRoMEonEQvSI",0.442,0.428,9,-13.211,0,0.0479,0.82,0.829,0.479,0.0648,103.669,71259,4,18
"955","BIGBANG","ALIVE","AIN'T NO FUN","03qF6yIxZd9Up2eXjJEBl3",0.77,0.555,9,-6.862,0,0.0488,0.00512,0,0.0508,0.717,124.023,223987,4,21
"2957","f(x)","Red Light - The 3rd Album","뱉어내 (Spit It Out)","1qMtF27ZWtwQmz2mpSNBYX",0.776,0.882,8,-4.133,0,0.0821,0.046,8.82e-05,0.127,0.619,128.01,181859,4,26
"5574","Rain","Rain Effect - Special edition","LA SONG","6QeTPzJibMTwtoRRzqZY5r",0.734,0.966,0,-1.905,1,0.169,0.229,0.000847,0.338,0.463,119.975,194948,4,35
"84","Shinhwa","State Of The Art (Special Edition)","Doobob","2jiIT07m6YGbKHdWbLx4hI",0.683,0.886,1,-5.119,1,0.0404,0.0577,0,0.305,0.653,112.993,211813,4,2
"6508","iKON","iKON JAPAN DOME TOUR 2017 追加公演 SET LIST","WHAT'S WRONG?","2rkgMBVJoEgd8QmHEwvT2e",0.683,0.835,0,-5.996,1,0.04,0.00934,0,0.0905,0.838,128.033,230120,4,7
"2954","f(x)","Red Light - The 3rd Album","무지개 (Rainbow)","18YIV9TwLf7kYgFFVnrrCz",0.773,0.788,6,-3.133,1,0.178,0.0435,4.18e-06,0.118,0.735,134.961,166480,4,30
"2302","SHINee","SHINee WORLD IV – The 4th Concert Album","Colorful - Live","0qttp3IATYoKEaxI95gXQJ",0.619,0.983,2,-4.509,1,0.133,0.0367,0,0.829,0.491,122.048,243707,4,19
"6447","iKON","NEW KIDS REPACKAGE : THE NEW KIDS","JERK","3fupZiN43YcXkeikyM7Mqk",0.591,0.728,7,-3.81,0,0.0696,0.233,0,0.113,0.745,173.893,223086,4,26
"1345","TVXQ","MIROTIC -The 3rd Asia Tour Concert","Wrong Number - Live","0m93N2LsMJtM3dpgSSIghv",0.715,0.837,11,-5.879,0,0.0817,0.0318,2.17e-06,0.779,0.473,131.985,281333,4,10
"3701","VIXX","VOODOO","ON AND ON","5GkHY36WKgA9d9KFbpXcXd",0.701,0.776,7,-1.197,1,0.114,0.0227,0,0.36,0.878,118.966,193806,4,38
"147","Shinhwa","Brand New","Set Free","1r8Vf8Se7k3qavE1lIRzSn",0.627,0.589,1,-5.901,1,0.0301,0.182,0,0.211,0.261,125.982,249400,3,6
"1941","Super Junior","Mr. Simple - The 5th Album","해바라기 (Sunflower)","6WcYCskFyPMX42KZji3yLl",0.694,0.724,7,-5.796,0,0.0315,0.18,0,0.312,0.798,99.98,234040,4,26
"7871","Ailee","A Way Station (Original Motion Picture Soundtrack) ""In Memory""","The Hospital","0r0aDg8NJTzoD9YWjvS7VZ",0.264,0.226,5,-15.229,0,0.0442,0.931,0.972,0.079,0.0359,84.972,102783,4,7
"2532","SHINee","Hello - SHINee The 2nd Album Repackage","Ready or Not","3Ay2RxSHKtZJEs2gR8mFJ1",0.703,0.903,4,-2.926,0,0.0632,0.00482,0,0.308,0.773,127.906,183587,4,21
"1426","TVXQ","O - THE 2ND ASIA TOUR CONCERT","Balloons - Live","6Eda30qvxZ6g6k7eTmuBtj",0.554,0.887,2,-4.789,0,0.0696,0.37,0,0.921,0.783,72.005,226973,4,7
"1767","Super Junior","Hero","Mr.Simple","64swGiMZC2OQ6uCbCTT6vq",0.893,0.729,1,-3.496,1,0.0459,0.000384,6.81e-05,0.0759,0.756,127.973,239840,4,27
"1057","SNSD","The Boys","VITAMIN","7JEQSlU7K7RC12y3gubFq7",0.773,0.898,6,-2.166,1,0.147,0.107,0,0.364,0.651,129.957,187133,4,24
"5290","Yerin Baek","Every letter I sent you.","Rest","1cayXr914ctuYeJkv3CPUR",0.677,0.376,0,-9.033,1,0.035,0.941,9.41e-06,0.177,0.318,83.001,208851,4,51
"4072","GOT7","モリ↑ガッテヨ(通常盤)","SHAKING THE WORLD","2eG5WPjW4alkn8AqOlKKhx",0.677,0.891,9,-4.937,0,0.0336,0.00236,3.81e-05,0.158,0.203,96.041,200693,4,11
"392","BoA","THE FACE","Sweet Impact","4QpOkXbQEh99L4qaBDpcfh",0.677,0.887,1,-2.665,0,0.0335,0.0382,0.00124,0.155,0.833,106.979,298040,4,26
"7058","Epik High","Map of the Human Soul","The Will","64fbLXAhECbyAvvEsKTgtG",0.82,0.835,10,-4.853,1,0.187,0.254,8.55e-06,0.241,0.758,94.974,286533,4,13
"7346","GIRIBOY","Mechanical Album","You're a Medical","1qSwmcPH85Ck2KUFOYDuMV",0.836,0.648,8,-5.032,1,0.198,0.222,3.96e-05,0.0576,0.708,130.982,223258,4,15
"1267","TVXQ","TIME","ANDROID","29nAGTJylT2958MUcuKSQG",0.714,0.898,7,-3.75,1,0.0492,0.0135,0.076,0.0911,0.626,119.999,260827,4,21
"7182","Kid Milli","AI, THE PLAYLIST","HARD TOUCH freestyle","1pbfTlIQI4IZaNFoOUYMsT",0.835,0.746,3,-5.283,0,0.185,0.444,0.000131,0.0571,0.515,105.973,144927,4,23
"8455","Samuel Seo","EGO EXPAND (100%)","Y","60t6l4d3127e4aImeyKocu",0.774,0.64,7,-6.005,0,0.115,0.266,1.15e-06,0.2,0.353,95.009,254172,4,2
"246","BoA","BETTER - The 10th Album","Got Me Good","20PzzDqmjsaCCYN9Rh2lc8",0.619,0.765,9,-3.694,0,0.222,0.311,0,0.106,0.353,93.989,184613,4,30
"5663","Rain","N001","왜","6ISjuBmpp7bGdczBlagBTo",0.9,0.807,9,-5.749,0,0.203,0.0508,0,0.0368,0.895,98.72,189800,4,9
"257","BoA","WOMAN - The 9th Album","If","4VEoAZMJIQhrCQMUuSz1EO",0.749,0.288,11,-6.823,0,0.0742,0.811,0,0.102,0.847,93.859,196604,4,19
"4611","MONSTA X","ALL ABOUT LUV (Extended Version)","YOU CAN'T HOLD MY HEART","40kHRSAnO03Nm31Mbn8kCN",0.81,0.574,0,-5.038,1,0.0326,0.102,5.41e-06,0.08,0.422,134.001,181112,4,43
"5243","BTOB","Born TO Beat (Asia Special Edition)","Irresistible Lips","5tU0cI0qG1YCxnl0GIVMzk",0.586,0.874,10,-4.606,1,0.0586,0.00358,0,0.0946,0.188,133.051,228362,4,38
"7924","LeeHi","First Love","Am I Strange","7zQ3WUdHHU7ORMo7oCrjei",0.696,0.212,10,-11.07,1,0.0302,0.727,3.78e-06,0.0951,0.286,105.974,215842,4,30
"8154","SOYOU","SHE WAS PRETTY OST","Violet Memory","59AqahiQUvEO2eupjnWrQP",0.387,0.123,7,-14.081,1,0.0408,0.975,0.682,0.11,0.0745,81.42,105440,4,15
"5646","Rain","Jyp Remixed","안녕이란 말대신 - Blue Winter Mix","1czKsKFuUGE4feRNbm5qz1",0.777,0.556,2,-8.689,1,0.038,0.537,0.000528,0.118,0.25,107.97,222067,4,4
"3020","2NE1","CRUSH","COME BACK HOME","3JslKD6RqqPSVadKZqY7rt",0.573,0.879,0,-3.14,0,0.134,0.282,0,0.622,0.202,149.973,229973,4,20
"7581","Jay Park","While drinking coffee","Clouds","3OEAAMBTELVt144b2YZTJf",0.567,0.648,4,-9.194,1,0.294,0.137,0.00046,0.0931,0.88,180.142,207155,4,12
